group	value
Genetic 1	1.792471322
Genetic 1	1.584251171
Genetic 1	2.201511866
Genetic 1	1.399678338
Genetic 1	2.09775084
Genetic 1	1.700164942
Genetic 1	1.390227181
Genetic 1	2.221232046
Genetic 1	2.146671929
Genetic 1	1.863832036
Genetic 1	2.175162205
Genetic 1	2.111294839
Genetic 1	1.753819929
Genetic 1	2.186604692
Genetic 1	1.473800707
Genetic 1	2.128509247
Genetic 1	1.998079277
Genetic 1	2.080874569
Genetic 1	1.835008018
Genetic 1	1.621155648
Genetic 1	1.924678966
Genetic 1	1.589830819
Genetic 1	0.228964877
Genetic 1	1.769375332
Genetic 1	1.581526038
Genetic 1	1.499721818
Genetic 1	1.039720771
Genetic 1	2.234062856
Genetic 1	2.146458569
Genetic 1	1.94786199
Genetic 1	1.125943633
Genetic 1	2.071260795
Genetic 1	1.833637378
Genetic 1	1.771589348
Genetic 1	1.462605345
Genetic 1	1.43480007
Genetic 1	1.795887835
Genetic 1	1.662310051
Genetic 1	2.119396307
Genetic 1	2.042693028
Genetic 1	0.139027719
Genetic 1	1.215388101
Genetic 1	1.565445107
Genetic 1	1.767009191
Genetic 1	2.200460328
Genetic 1	1.490148242
Genetic 1	0
Genetic 1	1.833201192
Genetic 1	0
Genetic 1	1.871160414
Genetic 1	1.945709541
Genetic 1	1.926962755
Genetic 1	1.330550272
Genetic 1	1.197340134
Genetic 1	2.130189748
Genetic 1	1.504823066
Genetic 1	2.111590479
Genetic 1	1.769416693
Genetic 1	1.098612289
Genetic 1	1.676421128
Genetic 1	1.850812598
Genetic 1	1.318023802
Genetic 1	2.174991267
Genetic 1	0
Genetic 1	2.159026428
Genetic 1	1.265001375
Genetic 1	1.814933852
Genetic 1	1.657601929
Genetic 1	1.129194105
Genetic 1	2.051404217
Genetic 1	1.344379801
Genetic 1	1.559581156
Genetic 1	1.860671022
Genetic 1	0.154252927
Genetic 1	1.560710409
Genetic 1	1.33217904
Genetic 1	0.687092027
Genetic 1	0.867563228
Genetic 1	1.488611239
Genetic 1	1.978970514
Genetic 1	1.686248727
Genetic 1	1.951462493
Genetic 1	1.472937759
Genetic 1	2.189834216
Genetic 1	2.080449557
Genetic 1	2.13966325
Genetic 1	1.206308866
Genetic 1	1.227205759
Genetic 1	1.00638567
Genetic 1	2.284759845
Genetic 1	1.160585116
Genetic 1	1.777002314
Genetic 1	0
Genetic 1	2.068187057
Genetic 1	1.595303656
Genetic 1	1.807544338
Genetic 1	0.916068137
Genetic 1	2.123770782
Genetic 1	1.270018152
Genetic 1	2.239748856
Genetic 1	2.068811229
Genetic 1	1.720073795
Genetic 1	1.362447485
Genetic 1	2.146948177
Genetic 1	0.818165171
Genetic 1	1.093469911
Genetic 1	1.970187818
Genetic 1	1.982423349
Genetic 1	1.505855813
Genetic 1	2.199386763
Genetic 1	0.976969994
Genetic 1	2.153383678
Genetic 1	2.169079519
Genetic 1	2.017583478
Genetic 1	0.454653146
Genetic 1	1.796408802
Genetic 1	1.500118357
Genetic 1	0.758196542
Genetic 1	1.310807623
Genetic 1	1.929570694
Genetic 1	2.131816319
Genetic 1	1.322492426
Genetic 1	2.060345741
Genetic 1	0.995617172
Genetic 1	1.790313567
Genetic 1	1.638801752
Genetic 1	1.888759101
Genetic 1	1.098612289
Genetic 1	2.154843265
Genetic 1	0.527291793
Genetic 1	1.310269653
Genetic 1	1.713780937
Genetic 1	1.583258459
Genetic 1	1.273363629
Genetic 1	2.067717216
Genetic 1	0.950270539
Genetic 1	1.886413616
Genetic 1	1.947269706
Genetic 1	2.018563528
Genetic 1	2.157189985
Genetic 1	1.230931623
Genetic 1	1.972677131
Genetic 1	2.083236198
Genetic 1	1.471957743
Genetic 1	2.03528257
Genetic 1	1.386294361
Genetic 1	1.430981058
Genetic 1	1.400651802
Genetic 1	0.870506566
Genetic 1	0.066401941
Genetic 1	0.636514168
Genetic 1	2.162882255
Genetic 1	1.513085934
Genetic 1	2.156020522
Genetic 1	2.15712394
Genetic 1	2.141621413
Genetic 1	2.170903163
Genetic 1	1.282392786
Genetic 1	1.376141999
Genetic 1	1.97040373
Genetic 1	1.489393439
Genetic 1	1.712713673
Genetic 1	2.223279798
Genetic 1	1.847563927
Genetic 1	1.488674514
Genetic 1	2.140076416
Genetic 1	1.419040348
Genetic 1	1.77100788
Genetic 1	1.683578546
Genetic 1	1.442110514
Genetic 1	1.672625446
Genetic 1	1.578119505
Genetic 1	1.979204517
Genetic 1	1.494403211
Genetic 1	1.804633472
Genetic 1	2.079375862
Genetic 1	1.771016369
Genetic 1	1.890163862
Genetic 1	1.764125166
Genetic 1	0.673011667
Genetic 1	1.926720993
Genetic 1	1.650316983
Genetic 1	1.728296861
Genetic 1	1.28687263
Genetic 1	1.846808613
Genetic 1	1.708181718
Genetic 1	2.057174614
Genetic 1	1.431138522
Genetic 1	1.631345421
Genetic 1	2.226839925
Genetic 1	1.758018092
Genetic 1	0.988409955
Genetic 1	1.414320267
Genetic 1	1.098612289
Genetic 1	1.640169147
Genetic 1	1.751815425
Genetic 1	1.54643001
Genetic 1	2.27329756
Genetic 1	1.83155232
Genetic 1	1.91457534
Genetic 1	0.83140252
Genetic 1	1.378086965
Genetic 1	1.375571806
Genetic 1	1.181279827
Genetic 1	1.230931623
Genetic 1	1.968947506
Genetic 1	1.510511645
Genetic 1	1.548153776
Genetic 1	2.221513346
Genetic 1	2.134133335
Genetic 1	1.678131509
Genetic 1	2.195759677
Genetic 1	1.457700003
Genetic 1	1.787632338
Genetic 1	1.098612289
Genetic 1	1.7326979
Genetic 1	1.2727256
Genetic 1	1.849008324
Genetic 1	1.513377746
Genetic 1	1.626427816
Genetic 1	0
Genetic 1	1.490868369
Genetic 1	1.633439449
Genetic 1	1.665952407
Genetic 1	1.985207099
Genetic 1	1.773081486
Genetic 1	0.950270539
Genetic 1	0.453992437
Genetic 1	1.320901186
Genetic 1	1.022952141
Genetic 1	1.627050993
Genetic 1	1.597579607
Genetic 1	1.289094261
Genetic 1	2.210696269
Genetic 1	1.332405487
Genetic 1	1.087856559
Genetic 1	1.894753045
Genetic 2	1.307401814
Genetic 2	0
Genetic 2	1.539004553
Genetic 2	0.893744981
Genetic 2	1.039720771
Genetic 2	0.529643503
Genetic 2	1.270838838
Genetic 2	0.983087759
Genetic 2	1.060944241
Genetic 2	0
Genetic 2	0.562335145
Genetic 2	1.502738077
Genetic 2	0.410116318
Genetic 2	1.452044073
Genetic 2	0.636514168
Genetic 2	1.494175138
Genetic 2	1.40843827
Genetic 2	1.342113179
Genetic 2	1.054920168
Genetic 2	0.693147181
Genetic 2	1.368922361
Genetic 2	0
Genetic 2	1.478097616
Genetic 2	0
Genetic 2	1.078992208
Genetic 2	1.495438592
Genetic 2	0.636514168
Genetic 2	1.329661349
Genetic 2	0.885574152
Genetic 2	0.682908105
Genetic 2	1.375388265
Genetic 2	1.158161868
Genetic 2	1.391886222
Genetic 2	0.661563238
Genetic 2	1.556396811
Genetic 2	0.965885267
Genetic 2	0.500402424
Genetic 2	0.950270539
Genetic 2	0.562335145
Genetic 2	0.759073953
Genetic 2	0
Genetic 2	1.237227395
Genetic 2	0.859967281
Genetic 2	1.060856947
Genetic 2	0.636514168
Genetic 2	0.65498823
Genetic 2	0.841855259
Genetic 2	1.513238253
Genetic 2	1.305096372
Genetic 2	1.06856673
Genetic 2	1.052877613
Genetic 2	1.021049136
Genetic 2	1.468629412
Genetic 2	1.310783678
Genetic 2	1.410495793
Genetic 2	0.325082973
Genetic 2	1.286690324
Genetic 2	0.557366823
Genetic 2	0.693147181
Genetic 2	0.693147181
Genetic 2	1.341056167
Genetic 2	1.333736027
Genetic 2	1.373575513
Genetic 2	0.686961577
Genetic 2	0.693147181
Genetic 2	0.773219608
Genetic 2	1.229662045
Genetic 2	0
Genetic 2	0.925129084
Genetic 2	1.506361574
Genetic 2	1.510733647
Genetic 2	1.456725397
Genetic 2	1.289921983
Genetic 2	1.325016944
Genetic 2	0.286835983
Genetic 2	1.459659556
Genetic 2	0.666278442
Genetic 2	0.613149899
Genetic 2	0.823959217
Genetic 2	0.879831617
Genetic 2	0.752974683
Genetic 2	1.394588619
Genetic 2	1.306897696
Genetic 2	0.450561209
Genetic 2	0.97330767
Genetic 2	0.693147181
Genetic 2	1.095298405
Genetic 2	1.477559868
Genetic 2	0.693147181
Genetic 2	1.039720771
Genetic 2	1.136994318
Genetic 2	1.05498434
Genetic 2	0.480606786
Genetic 2	1.320406992
Genetic 2	0.955699891
Genetic 2	0.682908105
Genetic 2	0.636514168
Genetic 2	0
Genetic 2	0.459913112
Genetic 2	1.071855904
Genetic 2	1.003533486
Genetic 2	1.318964388
Genetic 2	1.364551342
Genetic 2	0.687092027
Genetic 2	0.687092027
Genetic 2	1.185171982
Genetic 2	1.158843806
Genetic 2	1.106927444
Genetic 2	1.404176012
Genetic 2	0.624643581
Genetic 2	0
Genetic 2	1.24607893
Genetic 2	0.462688502
Genetic 2	1.247143926
Genetic 2	0
Genetic 2	1.116367075
Genetic 2	1.390437795
Genetic 2	0
Genetic 2	1.067683297
Genetic 2	1.386583982
Genetic 2	1.338864711
Genetic 2	0
Genetic 2	0.257908921
Genetic 2	1.424588374
Genetic 2	1.011404265
Genetic 2	1.444276343
Genetic 2	1.039720771
Genetic 2	0.801818553
Genetic 2	0
Genetic 2	1.338595923
Genetic 2	0.693147181
Genetic 2	0.867563228
Genetic 2	1.052922566
Genetic 2	1.009950329
Genetic 2	0.278290188
Genetic 2	1.457108276
Genetic 2	0.302244993
Genetic 2	1.457806108
Genetic 2	1.16950476
Genetic 2	0.690923309
Genetic 2	0.693147181
Genetic 2	1.447176362
Genetic 2	0.830517825
Genetic 2	1.396901312
Genetic 2	1.368889397
Genetic 2	0.824068141
Genetic 2	0.867563228
Genetic 2	0.233791659
Genetic 2	1.279741753
Genetic 2	0.348832096
Genetic 2	1.464305066
Genetic 2	1.319545463
Genetic 2	1.032189957
Genetic 2	1.424129917
Genetic 2	1.557113098
Genetic 2	1.12538002
Genetic 2	1.448916915
Genetic 2	1.039720771
Genetic 2	1.478597861
Genetic 2	1.361231086
Genetic 2	1.375247309
Genetic 2	0.62893613
Genetic 2	1.47227182
Genetic 2	0
Genetic 2	0.955080799
Genetic 2	0.955699891
Genetic 2	1.352209399
Genetic 2	0
Genetic 2	1.3085151
Genetic 2	1.161070571
Genetic 2	0
Genetic 2	0.693147181
Genetic 2	1.274023062
Genetic 2	0.721463687
Genetic 2	1.103688162
Genetic 2	0
Genetic 2	1.303025483
Genetic 2	1.263654432
Genetic 2	1.459970522
Genetic 2	1.004242473
Genetic 2	0.682908105
Genetic 2	1.397319731
Genetic 2	1.198426194
Genetic 2	1.126816289
Genetic 2	0.591853292
Genetic 2	0
Genetic 2	0
Genetic 2	0.693147181
Genetic 2	1.019653529
Genetic 2	0
Genetic 2	1.036033483
Genetic 2	0
Genetic 2	1.273254519
Genetic 2	1.403050184
Genetic 2	1.34664511
Genetic 2	1.518267125
Genetic 2	1.436828669
Genetic 2	1.476089041
Genetic 2	1.062737568
Genetic 2	0.636514168
Genetic 2	1.393495277
Genetic 2	1.198849313
Genetic 2	1.334760878
Genetic 2	0
Genetic 2	0.94720973
Genetic 2	1.257419582
Genetic 2	1.33217904
Genetic 2	1.283172648
Genetic 2	0.679193266
Genetic 2	0.950270539
Genetic 2	0
Genetic 2	1.484597601
Genetic 2	0
Genetic 2	1.107586167
Genetic 2	0.867563228
Genetic 2	0.867563228
Genetic 2	1.33217904
Genetic 2	0
Genetic 2	0.950270539
Genetic 2	1.039720771
Genetic 2	1.334907287
Genetic 2	0
Genetic 2	1.331397281
Genetic 2	1.39360296
Genetic 2	1.220518012
Genetic 2	1.544479521
Genetic 2	1.122874673
Genetic 2	0.862710656
Genetic 2	1.331868764
Genetic 2	0.864648515
Genetic 2	1.277034259
Genetic 2	0.857035248
Genetic 2	1.213007566
Genetic 2	0.79631164
Genetic 2	0.410116318
Genetic 2	1.378581379
Genetic 2	0.857035248
Genetic 2	1.408643882
Genetic 2	1.220607265
Genetic 2	1.296149568
Genetic 2	0
Genetic 2	0.594679888
Genetic 2	1.306106609
Genetic 2	1.098612289
Genetic 2	1.16828245
Genetic 2	1.298296769
Genetic 2	0.457102293
Genetic 2	1.012330839
Genetic 2	1.526769047
Genetic 2	1.173206116
Genetic 2	1.392532611
Genetic 2	1.039720771
Genetic 2	1.18892479
Genetic 2	1.213949535
Genetic 2	0
Genetic 2	1.164331251
Genetic 2	0.369333122
Genetic 2	1.037591108
Genetic 2	0
Genetic 2	0
Genetic 2	0.091540729
Genetic 2	0.610864302
Genetic 2	1.331167105
Genetic 2	1.0239288
Genetic 2	1.290306979
Genetic 2	0.99502699
Genetic 2	1.371756733
Genetic 2	1.259791071
Genetic 2	0
Genetic 2	0
Genetic 2	0.562335145
Genetic 2	1.159892177
Genetic 2	1.170997126
Genetic 2	0
Genetic 2	1.023265143
Genetic 2	1.214764947
Genetic 2	0.673011667
Genetic 2	1.199826816
Genetic 2	0.636514168
Genetic 2	0.91740218
Genetic 2	0.270640794
Genetic 2	0.636514168
Genetic 2	1.351783994
Genetic 2	0
Genetic 2	1.185660656
Genetic 2	1.493689516
Genetic 2	1.257104295
Genetic 2	1.164148221
Genetic 2	0.964962923
Genetic 2	0.864740097
Genetic 2	1.011404265
Genetic 2	0.500402424
Genetic 2	0.955699891
Genetic 2	1.310645214
Genetic 2	1.031583719
Genetic 2	0.529706199
Genetic 2	1.46221518
Genetic 2	0
Genetic 2	1.461472129
Genetic 2	0.811091892
Genetic 2	1.424129917
Genetic 2	0
Genetic 2	0.562335145
Genetic 2	1.58109375
Genetic 2	1.213007566
Genetic 2	1.076752548
Genetic 2	1.20347056
Genetic 2	1.060856947
Genetic 2	1.473456664
Genetic 2	1.242453325
Genetic 2	0.673011667
Genetic 2	0.170386233
Genetic 2	0.693147181
Genetic 2	0
Genetic 2	1.41080959
Genetic 2	0.261955784
Genetic 2	1.362102873
Genetic 2	0.693147181
Genetic 2	0
Genetic 2	1.059478293
Genetic 2	1.267475523
Genetic 2	0
Genetic 2	0
Genetic 2	0.790267968
Genetic 2	1.435632136
Genetic 2	0.655481774
Genetic 2	1.224941607
Genetic 2	0
Genetic 2	1.522955068
Genetic 2	1.01328433
Genetic 2	1.20479331
Genetic 2	1.368689638
Genetic 2	1.277991469
Genetic 2	0
Genetic 2	1.026286402
Genetic 2	0.693147181
Genetic 2	0.918427785
Genetic 2	1.164876878
Genetic 2	1.334907287
Genetic 2	1.20479331
Genetic 2	0.589869162
Genetic 2	1.426876686
Genetic 2	1.287365582
Genetic 2	1.054920168
Genetic 2	1.090599474
Genetic 2	0.636514168
Genetic 2	1.488428754
Genetic 2	1.479243733
Genetic 2	1.251715517
Genetic 2	0.203757321
Genetic 2	1.280083395
Genetic 2	0.89820534
Genetic 2	0
Genetic 2	0.916464886
Genetic 2	1.194272684
Genetic 2	1.010412754
Genetic 2	1.459729186
Genetic 2	1.227529411
Genetic 2	0
Genetic 2	0.636514168

