# Constructed from biom file
#OTU ID	IE2	HL2	IA3	IA7	HL5	27-BI	68-BI	49-BI	139-I	HA2	HA8	HE5	IA2	IA5	IA9	IE5	IE7	IL8	IL1	HE2	IL3	HE8	IL6	HE4	HE7	IE3	2-BI	HA1	HA5	HL4	IE9	IL2	HE1	IA8	IA4	IL4	HL1	HL7	HA7	IE8	7A	taxonomy
D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Bacillaceae;D_5__Bacillus;D_6__Bacillus cereus	0.0	166.0	98.0	0.0	84.0	0.0	0.0	0.0	420.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	829.0	0.0	57.0	0.0	0.0	0.0	0.0	0.0	0.0	89.0	113.0	714.0	0.0	0.0	0.0	0.0	0.0	6359.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Bacillaceae;D_5__Bacillus;D_6__Bacillus endophyticus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	248.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	136.0	0.0	0.0
D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Bacillaceae;D_5__Bacillus;D_6__Bacillus firmus	15.0	0.0	47.0	18.0	0.0	0.0	17.0	0.0	0.0	2074.0	0.0	0.0	24.0	0.0	94.0	52.0	0.0	327.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	228.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Bacillaceae;D_5__Bacillus;D_6__Bacillus foraminis	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	413.0	0.0	0.0	0.0	0.0	91.0	0.0	0.0	0.0	0.0	0.0	394.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Bacillaceae;D_5__Bacillus;D_6__Bacillus licheniformis	23.0	159.0	0.0	0.0	0.0	0.0	20.0	0.0	2018.0	0.0	137.0	0.0	0.0	56.0	87.0	72.0	0.0	169.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	357.0	85.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0	344.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Bacillaceae;D_5__Bacillus;D_6__Bacillus pumilus	23.0	150.0	41.0	6.0	97.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	55.0	372.0	0.0	0.0	0.0	0.0	126.0	407.0	0.0	58.0	0.0	0.0	213.0	0.0	0.0	0.0	318.0	380.0	757.0	0.0	0.0	0.0	69.0	0.0	330.0	129.0	0.0	0.0
D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Bacillaceae;D_5__Bacillus;D_6__Bacillus subtilis	29.0	1000.0	405.0	46.0	92.0	0.0	0.0	0.0	3688.0	0.0	0.0	0.0	34.0	0.0	462.0	0.0	0.0	0.0	40.0	152.0	2847.0	249.0	1748.0	0.0	124.0	455.0	0.0	1161.0	0.0	282.0	114.0	740.0	252.0	0.0	0.0	0.0	246.0	547.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Bacillaceae;D_5__Bacillus;D_6__Bacillus thuringiensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4947.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Bacillaceae;D_5__Bacillus;D_6__Bacillus vireti	69.0	314.0	231.0	103.0	113.0	95.0	18.0	0.0	0.0	0.0	274.0	0.0	106.0	76.0	201.0	164.0	0.0	0.0	35.0	0.0	3168.0	0.0	1068.0	0.0	0.0	247.0	65.0	0.0	775.0	198.0	0.0	728.0	0.0	0.0	1223.0	0.0	0.0	191.0	0.0	240.0	0.0
D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Bacillaceae;D_5__Falsibacillus;D_6__Bacillus firmus	42.0	0.0	39.0	9.0	316.0	0.0	50.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1228.0	0.0	0.0	0.0	0.0	0.0	61.0	0.0	753.0	279.0	0.0	753.0	0.0	0.0	0.0	65.0	0.0	198.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Staphylococcaceae;D_5__Staphylococcus;D_6__Staphylococcus haemolyticus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	503.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Streptococcaceae;D_5__Streptococcus;D_6__Streptococcus salivarius subsp. thermophilus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	335.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4072.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Xanthobacteraceae;D_5__Rhodopseudomonas;D_6__Rhodopseudomonas palustris	0.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	415.0	121.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	561.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	102.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Alteromonadales;D_4__Pseudoalteromonadaceae;D_5__Pseudoalteromonas;D_6__Pseudoalteromonas flavipulchra	0.0	140.0	39.0	28.0	0.0	0.0	0.0	0.0	0.0	416.0	0.0	0.0	165.0	0.0	0.0	68.0	119.0	0.0	92.0	0.0	0.0	462.0	0.0	0.0	127.0	0.0	0.0	0.0	0.0	200.0	131.0	0.0	296.0	0.0	0.0	0.0	0.0	189.0	137.0	0.0	0.0
D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Alteromonadales;D_4__Pseudoalteromonadaceae;D_5__Pseudoalteromonas;D_6__Pseudoalteromonas ruthenica CP76	20.0	173.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	294.0	0.0	0.0	0.0	361.0	0.0	163.0	47.0	0.0	0.0	0.0	0.0	186.0	0.0	0.0	0.0	0.0	364.0	0.0	0.0	0.0	0.0	151.0	0.0	74.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Alteromonadales;D_4__Shewanellaceae;D_5__Shewanella;D_6__Shewanella algae	1036.0	515.0	728.0	251.0	516.0	0.0	0.0	0.0	0.0	781.0	146.0	1481.0	760.0	57.0	0.0	2709.0	845.0	325.0	323.0	0.0	2023.0	0.0	2100.0	183.0	1038.0	1139.0	0.0	1183.0	346.0	79.0	0.0	0.0	0.0	0.0	401.0	1768.0	0.0	379.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Enterobacteriales;D_4__Enterobacteriaceae;D_5__Enterobacter;D_6__Enterobacter hormaechei subsp. hormaechei	68.0	0.0	0.0	70.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	106.0	213.0	0.0	151.0	90.0	0.0	0.0	0.0	0.0	0.0	0.0	466.0	0.0	0.0	0.0	0.0	529.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
