# Constructed from biom file
#OTU ID	IE2	HL2	IA3	IA7	HL5	27-BI	68-BI	49-BI	139-I	HA2	HA8	HE5	IA2	IA5	IA9	IE5	IE7	IL8	IL1	HE2	IL3	HE8	IL6	HE4	HE7	IE3	2-BI	HA1	HA5	HL4	IE9	IL2	HE1	IA8	IA4	IL4	HL1	HL7	HA7	IE8	7A	taxonomy
D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Micrococcales;D_4__Micrococcaceae;D_5__Glutamicibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	176.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2292.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Streptomycetales;D_4__Streptomycetaceae;D_5__Streptomyces	135.0	316.0	178.0	90.0	99.0	479.0	186.0	704.0	0.0	0.0	274.0	288.0	279.0	0.0	0.0	262.0	199.0	639.0	149.0	280.0	780.0	340.0	126.0	357.0	147.0	236.0	455.0	0.0	0.0	158.0	251.0	0.0	0.0	449.0	0.0	0.0	110.0	0.0	0.0	254.0	440.0
D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Bacillaceae;D_5__Bacillus	1638.0	25960.0	7068.0	2222.0	14976.0	2725.0	1485.0	2664.0	11500.0	15472.0	11051.0	3903.0	1206.0	917.0	11570.0	3700.0	737.0	3911.0	2621.0	15407.0	53809.0	16150.0	21436.0	944.0	12173.0	7110.0	2779.0	36952.0	19409.0	15497.0	59410.0	26120.0	27970.0	1080.0	6777.0	1199.0	21396.0	43095.0	24005.0	10349.0	3233.0
D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Family XII;D_5__Exiguobacterium	0.0	0.0	0.0	0.0	0.0	0.0	93.0	0.0	0.0	783.0	130.0	0.0	0.0	0.0	0.0	0.0	52.0	1190.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	87.0	0.0	1106.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	264.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Staphylococcaceae;D_5__Staphylococcus	38.0	1187.0	0.0	24.0	1039.0	176.0	77.0	0.0	0.0	4433.0	249.0	2748.0	0.0	0.0	99.0	5118.0	0.0	11729.0	213.0	145.0	426.0	344.0	131.0	189.0	1493.0	0.0	343.0	5895.0	0.0	373.0	0.0	0.0	132.0	0.0	405.0	0.0	0.0	3106.0	926.0	273.0	453.0
D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Lactobacillaceae;D_5__Lactobacillus	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	1634.0	242.0	302.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	176.0	0.0	0.0	138.0	0.0	0.0	0.0	0.0	602.0	1082.0	0.0	0.0	0.0	256.0	0.0	0.0	0.0	1309.0	0.0	143.0	0.0	0.0
D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Leuconostocaceae;D_5__Weissella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	487.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	83.0	0.0	0.0	0.0	0.0	594.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	171.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Streptococcaceae;D_5__Streptococcus	0.0	351.0	0.0	24.0	0.0	376.0	190.0	0.0	402.0	1187.0	1465.0	1825.0	0.0	0.0	0.0	137.0	135.0	665.0	32.0	0.0	0.0	0.0	0.0	2073.0	0.0	0.0	270.0	5229.0	0.0	497.0	0.0	0.0	437.0	0.0	0.0	0.0	1168.0	556.0	0.0	479.0	405.0
D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Clostridiaceae 1;D_5__Clostridium sensu stricto 1	202.0	490.0	2133.0	56.0	410.0	190.0	56139.0	671.0	0.0	0.0	0.0	906.0	50.0	59.0	31401.0	76.0	128.0	640.0	75.0	0.0	381563.0	230.0	498.0	395.0	774.0	435.0	30.0	0.0	0.0	643.0	608.0	3004.0	0.0	0.0	0.0	182.0	0.0	380.0	0.0	1183.0	0.0
D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Clostridiaceae 1;D_5__Clostridium sensu stricto 13	0.0	0.0	0.0	0.0	0.0	0.0	78.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	245.0	0.0	0.0	0.0	0.0	3251.0	0.0	77.0	0.0	0.0	237.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
