group	value
Genetic 1	1.646075122
Genetic 1	1.657663307
Genetic 1	1.989295986
Genetic 1	2.517022549
Genetic 1	1.664307067
Genetic 1	0.104796782
Genetic 1	2.41392602
Genetic 1	1.204625657
Genetic 1	1.948931255
Genetic 1	1.945709541
Genetic 1	1.720293014
Genetic 1	2.350796403
Genetic 1	1.568018816
Genetic 1	2.222752265
Genetic 1	2.397603255
Genetic 1	2.411578712
Genetic 1	2.534334663
Genetic 1	1.401177825
Genetic 1	2.190574257
Genetic 1	1.947807631
Genetic 1	2.276246094
Genetic 1	2.500130847
Genetic 1	0.862591744
Genetic 1	1.730229083
Genetic 1	1.821421049
Genetic 1	2.328121143
Genetic 1	2.29205151
Genetic 1	2.20819682
Genetic 1	2.433081167
Genetic 1	1.880290933
Genetic 1	1.726758982
Genetic 1	0.959087213
Genetic 1	2.298886548
Genetic 1	0.502394462
Genetic 1	1.669285713
Genetic 1	1.736765585
Genetic 1	1.839730583
Genetic 1	0.664069806
Genetic 1	0.93374582
Genetic 1	2.361894334
Genetic 1	2.311197292
Genetic 1	2.377881086
Genetic 1	1.448442633
Genetic 1	2.65127476
Genetic 1	1.714080302
Genetic 1	2.574252818
Genetic 1	1.921152631
Genetic 1	2.20284461
Genetic 1	1.678166962
Genetic 1	2.499331285
Genetic 1	1.667914044
Genetic 1	2.413876043
Genetic 1	1.351351449
Genetic 1	2.534519685
Genetic 1	2.208883328
Genetic 1	2.481847153
Genetic 1	2.012853412
Genetic 1	2.027393897
Genetic 1	0.977543605
Genetic 1	2.739816468
Genetic 1	2.486683113
Genetic 1	2.087131297
Genetic 1	1.865067887
Genetic 1	2.655780293
Genetic 1	0.911072349
Genetic 1	1.837560357
Genetic 1	2.412079022
Genetic 1	1.911594645
Genetic 1	1.832616334
Genetic 1	2.804452134
Genetic 1	1.996698804
Genetic 1	2.684219399
Genetic 1	2.520259975
Genetic 1	2.275016618
Genetic 1	1.80016361
Genetic 1	1.812134393
Genetic 1	2.303635783
Genetic 1	1.472712513
Genetic 1	1.413249869
Genetic 1	1.612384831
Genetic 1	2.697062772
Genetic 1	2.158778704
Genetic 1	2.26261385
Genetic 1	1.426181572
Genetic 1	2.268914158
Genetic 1	2.417072233
Genetic 1	1.889236864
Genetic 1	0.221163561
Genetic 1	2.464287647
Genetic 1	1.689175508
Genetic 1	2.094749897
Genetic 1	2.462437333
Genetic 1	1.736635954
Genetic 1	1.580759229
Genetic 1	1.580068446
Genetic 1	1.945022342
Genetic 1	2.304253885
Genetic 1	1.74052257
Genetic 1	2.561598136
Genetic 1	2.572454034
Genetic 1	1.732915046
Genetic 1	1.734567961
Genetic 1	1.87741619
Genetic 1	2.332897994
Genetic 1	2.523980032
Genetic 1	1.020441045
Genetic 1	2.298116834
Genetic 1	2.340124644
Genetic 1	1.458282034
Genetic 1	0.330302999
Genetic 1	1.133986765
Genetic 1	2.836599535
Genetic 1	1.92706738
Genetic 1	2.594901993
Genetic 1	2.716579871
Genetic 1	2.206174958
Genetic 1	2.562167116
Genetic 1	1.904209128
Genetic 1	2.285915165
Genetic 1	1.896019151
Genetic 1	2.326193714
Genetic 1	2.302579013
Genetic 1	2.755619291
Genetic 1	2.261428937
Genetic 1	1.832553372
Genetic 1	2.419158409
Genetic 1	1.93679764
Genetic 1	2.60349315
Genetic 1	1.698061692
Genetic 1	1.728392508
Genetic 1	1.702311
Genetic 1	2.337389145
Genetic 1	1.732627937
Genetic 1	2.124508977
Genetic 1	2.270881511
Genetic 1	1.433889689
Genetic 1	2.140897556
Genetic 1	2.596404067
Genetic 1	2.104437753
Genetic 1	1.011395037
Genetic 1	2.176499583
Genetic 1	2.369588346
Genetic 1	1.864445187
Genetic 1	2.067048322
Genetic 1	1.763673148
Genetic 1	2.35628467
Genetic 1	1.723950679
Genetic 1	2.344561554
Genetic 1	1.682059859
Genetic 1	1.205480272
Genetic 1	2.592948841
Genetic 1	1.882493564
Genetic 1	2.184975037
Genetic 1	2.344801845
Genetic 1	1.140115504
Genetic 1	2.5571773
Genetic 1	1.958037701
Genetic 1	2.410001522
Genetic 1	2.77576761
Genetic 1	1.542427794
Genetic 1	2.454445194
Genetic 1	0.526441997
Genetic 1	1.765568564
Genetic 1	2.304295094
Genetic 1	1.626918207
Genetic 1	2.16409713
Genetic 1	2.496500891
Genetic 1	2.211708584
Genetic 1	2.209267335
Genetic 1	2.72732637
Genetic 1	2.60940549
Genetic 1	2.229272524
Genetic 1	2.698873203
Genetic 1	2.126847161
Genetic 1	2.18760206
Genetic 1	1.063453874
Genetic 1	2.053668391
Genetic 1	2.167153752
Genetic 1	1.943220567
Genetic 1	2.169214537
Genetic 1	2.13161343
Genetic 1	1.283079148
Genetic 1	1.776753441
Genetic 1	2.033345478
Genetic 1	2.394744903
Genetic 1	2.106966144
Genetic 1	1.98318501
Genetic 1	1.005160659
Genetic 1	1.775849816
Genetic 1	2.305127726
Genetic 1	0.80722586
Genetic 1	1.944603834
Genetic 1	2.371999775
Genetic 1	1.610844091
Genetic 1	2.567051309
Genetic 1	1.294699479
Genetic 1	2.085306482
Genetic 1	1.552637287
Genetic 2	1.601373667
Genetic 2	1.449474033
Genetic 2	1.682684804
Genetic 2	0.806032225
Genetic 2	1.461933503
Genetic 2	1.455335484
Genetic 2	1.284412607
Genetic 2	0.957029861
Genetic 2	1.768261766
Genetic 2	1.163259145
Genetic 2	1.174883864
Genetic 2	1.549291815
Genetic 2	2.136585145
Genetic 2	1.902341364
Genetic 2	1.649555941
Genetic 2	1.089119061
Genetic 2	1.640300777
Genetic 2	1.350944086
Genetic 2	1.805874718
Genetic 2	1.557740197
Genetic 2	1.243633305
Genetic 2	1.70475909
Genetic 2	1.388378662
Genetic 2	1.894858638
Genetic 2	1.128891207
Genetic 2	1.555264943
Genetic 2	1.633523645
Genetic 2	1.529560581
Genetic 2	1.516271481
Genetic 2	1.199842203
Genetic 2	1.668508501
Genetic 2	1.704886667
Genetic 2	1.488566477
Genetic 2	1.539013325
Genetic 2	0.892366082
Genetic 2	1.858278907
Genetic 2	2.096041954
Genetic 2	1.528340731
Genetic 2	1.630799105
Genetic 2	1.544063956
Genetic 2	1.251685382
Genetic 2	1.498786734
Genetic 2	1.399737101
Genetic 2	1.507267118
Genetic 2	1.299212773
Genetic 2	1.259655548
Genetic 2	0.556461338
Genetic 2	1.411475944
Genetic 2	1.69152077
Genetic 2	1.181058766
Genetic 2	1.438458977
Genetic 2	1.054123737
Genetic 2	1.488546728
Genetic 2	1.663862336
Genetic 2	0.423239239
Genetic 2	1.393290858
Genetic 2	1.902215638
Genetic 2	0.983573749
Genetic 2	1.762167721
Genetic 2	1.356431104
Genetic 2	1.602402201
Genetic 2	1.673092033
Genetic 2	1.324182755
Genetic 2	1.56687384
Genetic 2	1.427780796
Genetic 2	1.053475995
Genetic 2	1.476365258
Genetic 2	1.184029034
Genetic 2	1.650002493
Genetic 2	1.750011294
Genetic 2	1.107880714
Genetic 2	1.653552501
Genetic 2	1.259339283
Genetic 2	1.332871841
Genetic 2	1.765057252
Genetic 2	1.396396111
Genetic 2	1.765483581
Genetic 2	1.564825942
Genetic 2	1.507091723
Genetic 2	1.461471261
Genetic 2	1.233140426
Genetic 2	1.374110706
Genetic 2	1.438313775
Genetic 2	1.539064763
Genetic 2	1.604405102
Genetic 2	1.826125168
Genetic 2	1.350415459
Genetic 2	1.986611933
Genetic 2	1.666225088
Genetic 2	1.637287056
Genetic 2	1.767101626
Genetic 2	1.61820625
Genetic 2	0.387212375
Genetic 2	1.517436815
Genetic 2	1.559493831
Genetic 2	1.771623956
Genetic 2	1.281180377
Genetic 2	1.340052991
Genetic 2	1.156333176
Genetic 2	1.952052076
Genetic 2	1.708685059
Genetic 2	1.949369845
Genetic 2	0.663508322
Genetic 2	1.921442252
Genetic 2	1.146128286
Genetic 2	1.037168452
Genetic 2	1.674380149
Genetic 2	1.131362705
Genetic 2	0.604148603
Genetic 2	1.196481331
Genetic 2	1.771862139
Genetic 2	1.66948937
Genetic 2	1.87898738
Genetic 2	1.365224308
Genetic 2	1.280013326
Genetic 2	1.408364913
Genetic 2	1.144828315
Genetic 2	0.734036446
Genetic 2	2.01478065
Genetic 2	1.271292895
Genetic 2	1.412687902
Genetic 2	1.619152317
Genetic 2	0.833820881
Genetic 2	1.97358647
Genetic 2	1.277034259
Genetic 2	1.120950393
Genetic 2	1.454116879
Genetic 2	1.882291347
Genetic 2	1.153741943
Genetic 2	1.825699534
Genetic 2	1.533761982
Genetic 2	1.930592342
Genetic 2	0.632044538
Genetic 2	1.088485622
Genetic 2	1.54518324
Genetic 2	1.68393597
Genetic 2	1.319659015
Genetic 2	1.282694122
Genetic 2	1.51723972
Genetic 2	1.277486286
Genetic 2	1.990915958
Genetic 2	1.12178114
Genetic 2	1.335463447
Genetic 2	1.599041328
Genetic 2	1.853171624
Genetic 2	1.991632709
Genetic 2	1.181914526
Genetic 2	1.762802261
Genetic 2	1.14661117
Genetic 2	1.553214965
Genetic 2	1.633694213
Genetic 2	1.586297024
Genetic 2	1.610309425
Genetic 2	1.531679542
Genetic 2	1.07825485
Genetic 2	0.693147181
Genetic 2	1.435184928
Genetic 2	1.777428974
Genetic 2	1.249005394
Genetic 2	1.599613677
Genetic 2	1.440427295
Genetic 2	1.322000025
Genetic 2	0.807673547
Genetic 2	2.038955933
Genetic 2	1.359299841
Genetic 2	1.521506272
Genetic 2	1.507190859
Genetic 2	1.218822574
Genetic 2	1.441831231
Genetic 2	1.133806179
Genetic 2	1.544678339
Genetic 2	1.622393479
Genetic 2	1.78489891
Genetic 2	1.404026568
Genetic 2	1.177968398
Genetic 2	1.754903562
Genetic 2	1.424902617
Genetic 2	1.288631568
Genetic 2	1.170186517
Genetic 2	1.561757585
Genetic 2	1.711845135
Genetic 2	1.946571187
Genetic 2	1.679560831
Genetic 2	1.373369369
Genetic 2	1.215916575
Genetic 2	1.774191553
Genetic 2	1.668824496
Genetic 2	1.145435734
Genetic 2	1.122620576
Genetic 2	1.328395554
Genetic 2	1.504444278
Genetic 2	1.932061702
Genetic 2	1.33851638
Genetic 2	1.690457188
Genetic 2	1.463276681
Genetic 2	1.983642382
Genetic 2	1.497662585
Genetic 2	1.139315013
Genetic 2	1.29035837
Genetic 2	1.384736698
Genetic 2	0.63225679
Genetic 2	1.193454805
Genetic 2	1.861796199
Genetic 2	1.233712932
Genetic 2	0.392674467
Genetic 2	1.373055231
Genetic 2	1.051964374
Genetic 2	1.557211219
Genetic 2	1.403050184
Genetic 2	1.614479625
Genetic 2	1.935233221
Genetic 2	1.617007907
Genetic 2	1.545881921
Genetic 2	1.396510821
Genetic 2	1.385787134
Genetic 2	1.895507403
Genetic 2	1.192461116
Genetic 2	1.649988681
Genetic 2	1.708225904
Genetic 2	1.070073974
Genetic 2	1.916508191
Genetic 2	1.075983282
Genetic 2	1.286447246
Genetic 2	1.43667033
Genetic 2	1.816953565
Genetic 2	1.868302171
Genetic 2	1.570576118
Genetic 2	1.728977001
Genetic 2	1.680459587
Genetic 2	1.380891219
Genetic 2	1.768092517
Genetic 2	1.557901478
Genetic 2	1.518299433
Genetic 2	1.155631283
Genetic 2	1.474378401
Genetic 2	1.277810369
Genetic 2	1.371462718
Genetic 2	1.341075015
Genetic 2	1.243103006
Genetic 2	1.17499695
Genetic 2	0.512654429
Genetic 2	2.142869654
Genetic 2	1.283659467
Genetic 2	1.62657984
Genetic 2	1.625001236
Genetic 2	1.557603376
Genetic 2	1.372991998
Genetic 2	0.284275106
Genetic 2	0.110211197
Genetic 2	0.565824397
Genetic 2	1.115895606
Genetic 2	1.952066225
Genetic 2	1.400820202
Genetic 2	0.945832244
Genetic 2	1.055952269
Genetic 2	1.445883652
Genetic 2	1.052669635
Genetic 2	1.714884883
Genetic 2	1.22246713
Genetic 2	1.750310763
Genetic 2	1.023734997
Genetic 2	1.561291036
Genetic 2	0
Genetic 2	1.488613908
Genetic 2	1.94217033
Genetic 2	1.236762663
Genetic 2	1.798219104
Genetic 2	1.868565668
Genetic 2	1.749855368
Genetic 2	0.443712007
Genetic 2	1.62897029
Genetic 2	1.278603572
Genetic 2	1.361046289
Genetic 2	1.715287683
Genetic 2	1.68636329
Genetic 2	1.213949535
Genetic 2	1.348256267
Genetic 2	1.918228371
Genetic 2	1.265779401
Genetic 2	0.745847614
Genetic 2	1.625812778
Genetic 2	0.961084379
Genetic 2	1.204798012
Genetic 2	1.470943439
Genetic 2	0.606340295
Genetic 2	1.535903294
Genetic 2	1.242453325
Genetic 2	1.668690951
Genetic 2	1.597702547
Genetic 2	1.874248125
Genetic 2	1.404928745
Genetic 2	1.224373733
Genetic 2	0.976868134
Genetic 2	1.671595278
Genetic 2	1.602461642
Genetic 2	2.061296473
Genetic 2	1.509793042
Genetic 2	1.299116898
Genetic 2	1.412400615
Genetic 2	1.337338419
Genetic 2	1.565026565
Genetic 2	1.147947334
Genetic 2	0.997801848
Genetic 2	1.150921022
Genetic 2	1.220719372
Genetic 2	1.79244982
Genetic 2	1.41944305
Genetic 2	1.193330312
Genetic 2	1.748322969
Genetic 2	1.352387766
Genetic 2	1.091355106
Genetic 2	2.177197114
Genetic 2	1.34406258
Genetic 2	1.515457262
Genetic 2	1.608505207
Genetic 2	1.728542203
Genetic 2	1.484095796
Genetic 2	1.662685063
Genetic 2	1.770521808
Genetic 2	1.701010201
Genetic 2	1.927642182
Genetic 2	1.676332
Genetic 2	1.507015383
Genetic 2	1.546081865
Genetic 2	1.950193251
Genetic 2	1.553177552
Genetic 2	1.556054474
Genetic 2	1.095931205
Genetic 2	1.167870255
Genetic 2	1.516747395
Genetic 2	1.760059104
Genetic 2	2.063100855
Genetic 2	1.425331846
Genetic 2	1.401449184
Genetic 2	1.998047444
Genetic 2	1.790998055
Genetic 2	1.234111343
Genetic 2	1.624289649
Genetic 2	1.209167551
Genetic 2	1.340656906
Genetic 2	1.033462399
Genetic 2	1.207007093
Genetic 2	1.865154343
Genetic 2	0.980703765
Genetic 2	1.575777931
Genetic 2	1.582376195
Genetic 2	1.769504705
Genetic 2	1.542559955
Genetic 2	1.171420798
Genetic 2	1.344693382
Genetic 2	1.062922427
Genetic 2	1.214889654
Genetic 2	1.758568544
Genetic 2	1.441491839
Genetic 2	1.624879922
Genetic 2	1.737956826
Genetic 2	1.574316358
Genetic 2	1.446286909
Genetic 2	0.636514168
Genetic 2	1.291818535
Genetic 2	1.89889418
Genetic 2	1.471340281
Genetic 2	1.55381665
Genetic 2	1.798358234
Genetic 2	1.347309909
Genetic 2	1.487462977
Genetic 2	1.7378036
Genetic 2	1.593169549
Genetic 2	1.559166681
Genetic 2	1.874462198
Genetic 2	1.62338324
Genetic 2	1.909992165
Genetic 2	1.168197781
Genetic 2	1.37295462
Genetic 2	1.643633287
Genetic 2	1.544962118
Genetic 2	1.426958411
Genetic 2	1.344365664
Genetic 2	0.57337609
Genetic 2	1.546240387
Genetic 2	1.217113538
Genetic 2	1.174889864
Genetic 2	1.371834027
Genetic 2	1.597069343
Genetic 2	1.473502385
Genetic 2	1.405643169
Genetic 2	1.389315459
Genetic 2	1.059684667
Genetic 2	1.884514771
Genetic 2	1.539702975
Genetic 2	1.656917989
Genetic 2	1.098612289
Genetic 2	1.470853961
Genetic 2	1.313277935

