WT vs Gen2	WT vs Gen1
0.822048249263	0.762425209135
0.691276443796	0.66139720268
0.728526249488	0.753837754357
0.790264078789	0.784253129167
0.778447884265	0.736904854096
0.796566331474	0.75274396456
0.704892546389	0.798580948442
0.864648629851	0.737270433644
0.866473206764	0.674868711867
0.893099924853	0.785755410725
0.883808797871	0.708653830645
0.877519075357	0.703628168425
0.871735106767	0.889675109036
0.872236180291	0.861466426484
0.765482853793	0.88157283639
0.595879098714	0.871992868663
0.687459065162	0.860554505608
0.720990327857	0.844240197017
0.69491895512	0.875979691428
0.709140462004	0.888413282398
0.655557726941	0.879945925359
0.785241950355	0.902047523536
0.642147833541	0.877395345161
0.685903262327	0.798486845084
0.761426892031	0.676157263927
0.73506560088	0.645890024989
0.763395845223	0.688769172079
0.631738533022	0.691425557198
0.776480010866	0.620698535038
0.64160488863	0.744933211157
0.659797566607	0.678023703734
0.721758985153	0.692956657563
0.684399172941	0.662217952393
0.71060063048	0.728894920171
0.632807703513	0.662310874594
0.75740161798	0.67822419765
0.632141414172	0.702626584582
0.707425461857	0.657726297925
0.7380601732	0.719742305561
0.747393849751	0.749813919365
0.713299200287	0.727990149225
0.717777677647	0.750943117094
0.748065683213	0.777822933682
0.746592294633	0.678154142942
0.74478892831	0.61408739176
0.751818806195	0.736087446946
0.768295821429	0.666749924865
0.683515912184	0.735084648386
0.788733858861	0.650871813766
0.776041329836	0.619916518155
0.638317354839	0.664018317747
0.692765864232	0.716168714796
0.747359542645	0.678344421962
0.718209465263	0.782279075207
0.731045511664	0.75828144292
0.638973644703	0.639200843995
0.786983807811	0.626948588041
0.660500834725	0.665246428777
0.684992233795	0.617853581565
0.721687765587	0.7097972476
0.727128091458	0.717677393201
0.745209637306	0.677057579095
0.690517965568	0.743312864219
0.766248293236	0.738411182133
0.573802819711	0.697419580154
0.635264904074	0.665762954216
0.756217412554	0.742756156707
0.705907869899	0.714942751379
0.725735639669	0.71322638725
0.610040733854	0.782488639423
N/A	0.704909799329
N/A	0.723484848485
N/A	0.782751347888
N/A	0.778094972161
N/A	0.790586042287
N/A	0.783634566726
N/A	0.700115239593
N/A	0.628976059507
N/A	0.724322801859
N/A	0.813222978681
N/A	0.833767892246
N/A	0.834761933562
N/A	0.80492757287
N/A	0.764309077819
N/A	0.700168484072
N/A	0.663516719275
N/A	0.734928072802
N/A	0.717575694784
N/A	0.663363236272
N/A	0.714065262458
N/A	0.741950534693
N/A	0.679422297857
N/A	0.637176348255
N/A	0.752646994366
N/A	0.682694143902
N/A	0.736181794765
N/A	0.65026424522
N/A	0.660455350291
N/A	0.730056738992
N/A	0.685799458619
N/A	0.69817238439
N/A	0.670612218821
N/A	0.70109001737
N/A	0.712237690153
N/A	0.683560232264
N/A	0.740701136735
N/A	0.674415725312
N/A	0.657249870448
N/A	0.632588559727
N/A	0.614360703968
N/A	0.675294587409
N/A	0.715844931369
N/A	0.629478397608
N/A	0.721399425893
N/A	0.697690349027
N/A	0.630048011903
N/A	0.57047125459
N/A	0.716694188792
N/A	0.609982424097
N/A	0.713828474515
