WT vs Gen2	WT vs Gen1
0.62811454432	0.51676505618
0.702193726592	0.603553052434
0.525465024969	0.498693870162
0.558806972534	0.540618264669
0.491941510612	0.721226260924
0.48386232834	0.701090430712
0.474992858926	0.727567796504
0.682985230961	0.509041242197
0.681579781523	0.411453102372
0.74829829588	0.538670524345
0.784078395755	0.428733064919
0.732524769039	0.600946460674
0.709062465668	0.732194369538
0.724241123596	0.652992790262
0.258683270911	0.688945742821
0.252702627965	0.697123895131
0.641490343321	0.681954625468
0.708027621723	0.666619681648
0.594715755306	0.672196785268
0.450131404494	0.669180493134
0.652493945069	0.572941054931
0.607087022472	0.720725430712
0.682288277154	0.663953851436
0.47899906367	0.585441254682
0.515184169788	0.559828901373
0.460130343321	0.237909207241
0.485837378277	0.407283370787
0.436815099875	0.258321947566
0.564402883895	0.244053789014
0.633445611735	0.157817097378
0.517005786517	0.246581042447
0.551815499376	0.355125873908
0.5112239201	0.504836860175
0.507302340824	0.688486616729
0.497459188514	0.420686498127
0.681920505618	0.269438795256
0.676734906367	0.47007767166
0.721758514357	0.593747602996
0.750060961298	0.47788872035
0.656968770287	0.52114644819
0.5059043196	0.707124781523
0.656824550562	0.700489213483
0.681776735331	0.708699151061
0.681210948814	0.493640699126
0.727287265918	0.369822134831
0.756043445693	0.490540205993
0.639583676654	0.424991373283
0.4444343196	0.57096741573
0.697340230961	0.511709413233
0.615836154806	0.558179881398
0.639730181024	0.48409454432
0.677474038702	0.532551585518
0.716065	0.665204600499
0.606238851436	0.668989332085
0.592273576779	0.66692417603
0.594392871411	0.490545087391
0.291182746567	0.412576248439
0.328522440699	0.48393102372
0.556198707865	0.444503938826
0.624002740325	0.528461891386
0.549995530587	0.714460393258
0.449304575531	0.618350224719
0.601264694132	0.694995299625
0.562498389513	0.689011616729
0.609765224719	0.673584769039
0.594977009988	0.587189737828
0.638456373283	0.679890424469
0.583633870162	0.659270024969
0.563802141074	0.627963071161
0.591366142322	0.702854038702
N/A	0.555280074906
N/A	0.596178751561
N/A	0.719028782772
N/A	0.620708264669
N/A	0.707970692884
N/A	0.689297097378
N/A	0.66719917603
N/A	0.54027360799
N/A	0.663815018727
N/A	0.670857028714
N/A	0.656409263421
N/A	0.744771604245
N/A	0.537171485643
N/A	0.582792421973
N/A	0.65868102372
N/A	0.511267072409
N/A	0.625058913858
N/A	0.612497927591
N/A	0.656527621723
N/A	0.604362827715
N/A	0.662577746567
N/A	0.581826061174
N/A	0.540865212235
N/A	0.653449001248
N/A	0.53903448814
N/A	0.529524625468
N/A	0.470772259675
N/A	0.252314912609
N/A	0.319204307116
N/A	0.271912946317
N/A	0.343962503121
N/A	0.341531142322
N/A	0.344760380774
N/A	0.266470905119
N/A	0.398748857678
N/A	0.603263358302
N/A	0.40561417603
N/A	0.211016660424
N/A	0.575550449438
N/A	0.522673876404
N/A	0.542024382022
N/A	0.548293770287
N/A	0.633077634207
N/A	0.631864363296
N/A	0.632872315855
N/A	0.512361966292
N/A	0.419993102372
N/A	0.599904843945
N/A	0.504959394507
N/A	0.499926360799
