WT vs Gen2	WT vs Gen1	Gen2 vs Gen1
0.62811454432	0.51676505618	0.448785393258
0.702193726592	0.603553052434	0.233848982522
0.525465024969	0.498693870162	0.280031872659
0.558806972534	0.540618264669	0.143202871411
0.491941510612	0.721226260924	0.188530018727
0.48386232834	0.701090430712	0.215314563046
0.474992858926	0.727567796504	0.195685649189
0.682985230961	0.509041242197	0.250482827715
0.681579781523	0.411453102372	0.466940730337
0.74829829588	0.538670524345	0.571711622971
0.784078395755	0.428733064919	0.425046672909
0.732524769039	0.600946460674	0.311913651685
0.709062465668	0.732194369538	0.534024475655
0.724241123596	0.652992790262	0.265854556804
0.258683270911	0.688945742821	0.364293202247
0.252702627965	0.697123895131	0.22655582397
0.641490343321	0.681954625468	0.0681690886392
0.708027621723	0.666619681648	0.183815480649
0.594715755306	0.672196785268	0.0969506242197
0.450131404494	0.669180493134	0.338103932584
0.652493945069	0.572941054931	0.543199575531
0.607087022472	0.720725430712	0.669711978777
0.682288277154	0.663953851436	0.504321198502
0.47899906367	0.585441254682	0.334774032459
0.515184169788	0.559828901373	0.16046994382
0.460130343321	0.237909207241	0.593748801498
0.485837378277	0.407283370787	0.359611441948
0.436815099875	0.258321947566	0.434687571785
0.564402883895	0.244053789014	0.663811885144
0.633445611735	0.157817097378	0.677629575531
0.517005786517	0.246581042447	0.674967740325
0.551815499376	0.355125873908	0.438023520599
0.5112239201	0.504836860175	0.468428052434
0.507302340824	0.688486616729	0.350898358302
0.497459188514	0.420686498127	0.355926354557
0.681920505618	0.269438795256	0.606591535581
0.676734906367	0.47007767166	0.230253876404
0.721758514357	0.593747602996	0.661417166042
0.750060961298	0.47788872035	0.421990081149
0.656968770287	0.52114644819	0.498968483146
0.5059043196	0.707124781523	0.72189113608
0.656824550562	0.700489213483	0.732271273408
0.681776735331	0.708699151061	0.734060099875
0.681210948814	0.493640699126	0.509394194757
0.727287265918	0.369822134831	0.541963682896
0.756043445693	0.490540205993	0.370263127341
0.639583676654	0.424991373283	0.425890536829
0.4444343196	0.57096741573	0.67396494382
0.697340230961	0.511709413233	0.156568838951
0.615836154806	0.558179881398	0.519355786517
0.639730181024	0.48409454432	0.364747265918
0.677474038702	0.532551585518	0.435724294632
0.716065	0.665204600499	0.651812253433
0.606238851436	0.668989332085	0.596164300874
0.592273576779	0.66692417603	0.664213851436
0.594392871411	0.490545087391	0.421241479401
0.291182746567	0.412576248439	0.441978795256
0.328522440699	0.48393102372	0.375990699126
0.556198707865	0.444503938826	0.285135749064
0.624002740325	0.528461891386	0.529892240949
0.549995530587	0.714460393258	0.294296323346
0.449304575531	0.618350224719	0.431511872659
0.601264694132	0.694995299625	0.297793626717
0.562498389513	0.689011616729	0.334479806492
0.609765224719	0.673584769039	0.548376479401
0.594977009988	0.587189737828	0.444887877653
0.638456373283	0.679890424469	0.560328751561
0.583633870162	0.659270024969	0.345529925094
0.563802141074	0.627963071161	0.377929126092
0.591366142322	0.702854038702	0.535668745318
N/A	0.555280074906	0.130462147316
N/A	0.596178751561	0.415642421973
N/A	0.719028782772	0.21774545568
N/A	0.620708264669	0.58042159176
N/A	0.707970692884	0.418159213483
N/A	0.689297097378	0.503219051186
N/A	0.66719917603	0.717089032459
N/A	0.54027360799	0.675072453184
N/A	0.663815018727	0.728869207241
N/A	0.670857028714	0.472868757803
N/A	0.656409263421	0.487340430712
N/A	0.744771604245	0.352692384519
N/A	0.537171485643	0.340584463171
N/A	0.582792421973	0.597182453184
N/A	0.65868102372	N/A
N/A	0.511267072409	N/A
N/A	0.625058913858	N/A
N/A	0.612497927591	N/A
N/A	0.656527621723	N/A
N/A	0.604362827715	N/A
N/A	0.662577746567	N/A
N/A	0.581826061174	N/A
N/A	0.540865212235	N/A
N/A	0.653449001248	N/A
N/A	0.53903448814	N/A
N/A	0.529524625468	N/A
N/A	0.470772259675	N/A
N/A	0.252314912609	N/A
N/A	0.319204307116	N/A
N/A	0.271912946317	N/A
N/A	0.343962503121	N/A
N/A	0.341531142322	N/A
N/A	0.344760380774	N/A
N/A	0.266470905119	N/A
N/A	0.398748857678	N/A
N/A	0.603263358302	N/A
N/A	0.40561417603	N/A
N/A	0.211016660424	N/A
N/A	0.575550449438	N/A
N/A	0.522673876404	N/A
N/A	0.542024382022	N/A
N/A	0.548293770287	N/A
N/A	0.633077634207	N/A
N/A	0.631864363296	N/A
N/A	0.632872315855	N/A
N/A	0.512361966292	N/A
N/A	0.419993102372	N/A
N/A	0.599904843945	N/A
N/A	0.504959394507	N/A
N/A	0.499926360799	N/A
