group	value
Gut	1.267751397
Gut	1.853569053
Gut	1.983056689
Gut	2.247740242
Gut	2.049002484
Gut	2.308474624
Gut	2.033453101
Gut	1.500615612
Gut	2.171052267
Gut	1.201576145
Gut	2.021030691
Gut	2.36323949
Gut	2.001744163
Gut	2.112212532
Gut	1.977635781
Gut	0.62449633
Gut	1.085438541
Gut	2.266043756
Gut	2.0844931
Gut	2.234668349
Gut	1.758479951
Gut	2.130883396
Gut	1.83193812
Gut	2.128352789
Gut	2.144510217
Gut	1.570455991
Gut	1.271233955
Gut	0.600841499
Gut	0.322605191
Gut	1.10453901
Gut	1.912897207
Gut	2.433368869
Gut	2.25978061
Gut	1.86049468
Gut	2.019766201
Gut	1.94426118
Gut	1.246283859
Gut	2.282843855
Gut	1.604559465
Gut	2.240893649
Gut	2.03418695
Gut	1.926506006
Gut	1.037392325
Gut	1.284867519
Gut	1.774564709
Gut	1.976771996
Gut	1.44507972
Gut	2.406611258
Gut	2.219518331
Gut	1.948644187
Gut	0.829152968
Gut	1.42189564
Gut	2.032032695
Gut	1.852515309
Gut	2.191738166
Gut	1.750844178
Gut	1.098612289
Gut	1.478491899
Gut	2.303364553
Gut	2.27462191
Gut	1.502499887
Gut	1.363020731
Gut	2.177577205
Gut	1.799782168
Gut	2.129532228
Gut	0.672262051
Gut	1.897078693
Gut	2.047115841
Gut	2.221666725
Gut	2.220922865
Gut	2.054728031
Gut	1.377819508
Gut	1.772427698
Gut	1.986510743
Gut	1.548869388
Gut	1.638044162
Gut	2.15989425
Gut	2.049264905
Gut	1.896088727
Gut	1.577517214
Gut	1.931617367
Gut	2.173767415
Gut	1.326939216
Gut	1.485904636
Gut	2.264284403
Gut	2.039626115
Gut	1.940345227
Gut	2.1959581
Gut	1.381128094
Gut	2.608226328
Gut	1.725985895
Gut	1.619040017
Gut	2.213272745
Gut	1.524707393
Gut	2.062232488
Gut	1.644015591
Gut	2.294862302
Gut	1.992229898
Gut	2.301103801
Gut	1.957896673
Gut	2.461051698
Gut	2.149341263
Gut	1.912263689
Gut	1.16716017
Gut	1.983581757
Gut	2.461879217
Gut	1.855089739
Gut	1.795445361
Gut	1.900241752
Gut	2.109422193
Gut	1.826406352
Gut	2.341396083
Gut	1.987388444
Gut	1.745702895
Gut	2.134663875
Gut	2.441316733
Gut	1.972985348
Gut	1.180823998
Gut	1.898487575
Gut	1.806266271
Gut	2.078463883
Gut	2.211633867
Gut	2.03703864
Gut	2.281140228
Gut	1.294999225
Gut	1.862435067
Gut	1.823584958
Gut	1.276624727
Gut	2.078354684
Gut	1.89886573
Gut	2.016187777
Gut	2.27978451
Gut	1.242491403
Gut	2.44906814
Gut	1.583080793
Gut	2.34794887
Gut	2.219377515
Gut	1.875145395
Gut	2.130513742
Gut	0.370939429
Gut	1.958961706
Gut	2.403355423
Gut	1.356834256
Gut	1.56601826
Gut	2.122376228
Gut	1.949585273
Gut	2.085893807
Gut	2.368324931
Gut	2.187683781
Gut	2.111491473
Gut	2.296590505
Gut	2.15344044
Gut	2.185372852
Gut	1.508604927
Gut	1.148169657
Gut	2.13247548
Gut	2.064189128
Gut	1.961485611
Gut	1.49648155
Gut	1.674184647
Gut	1.86925518
Gut	2.114239727
Gut	1.792260009
Gut	0.536664562
Gut	2.136554091
Gut	1.034261036
Gut	2.286497509
Gut	2.058658668
Gut	0.531774754
Gut	1.814705694
Gut	2.294355438
Gut	1.676696133
Gut	2.226334113
Gut	0.9643375
Gut	2.339907697
Gut	1.757467457
Hepatopancreas	2.507888316
Hepatopancreas	1.413449799
Hepatopancreas	1.769218622
Hepatopancreas	2.517748689
Hepatopancreas	1.947399027
Hepatopancreas	1.679204332
Hepatopancreas	1.615041565
Hepatopancreas	2.448568456
Hepatopancreas	2.019931955
Hepatopancreas	2.422512015
Hepatopancreas	0.812872436
Hepatopancreas	2.013805894
Hepatopancreas	1.977772917
Hepatopancreas	2.262453237
Hepatopancreas	1.524909468
Hepatopancreas	2.266965305
Hepatopancreas	1.594253798
Hepatopancreas	2.009296535
Hepatopancreas	2.361259449
Hepatopancreas	1.729504211
Hepatopancreas	2.060954542
Hepatopancreas	2.329916989
Hepatopancreas	2.420831848
Hepatopancreas	1.039720771
Hepatopancreas	2.372520692
Hepatopancreas	0.857174044
Hepatopancreas	1.911727999
Hepatopancreas	2.506024123
Hepatopancreas	2.316608882
Hepatopancreas	2.28731388
Hepatopancreas	1.517106179
Hepatopancreas	2.102958958
Hepatopancreas	1.990267162
Hepatopancreas	2.345428186
Hepatopancreas	2.456414092
Hepatopancreas	1.705318228
Hepatopancreas	2.082368069
Hepatopancreas	2.123110999
Hepatopancreas	2.056943353
Hepatopancreas	1.851180303
Hepatopancreas	1.616682513
Hepatopancreas	2.239522836
Hepatopancreas	1.828742808
Hepatopancreas	1.765909604
Hepatopancreas	1.90995978
Hepatopancreas	2.334493161
Hepatopancreas	1.628204613
Hepatopancreas	1.386294361
Hepatopancreas	2.064734026
Hepatopancreas	1.549933395
Hepatopancreas	2.250570174
Hepatopancreas	1.995284716
Hepatopancreas	2.297265049
Hepatopancreas	1.999786089
Hepatopancreas	2.315395599
Hepatopancreas	0.598269589
Hepatopancreas	1.763201571
Hepatopancreas	1.171907552
Hepatopancreas	2.391601871
Hepatopancreas	2.518591118
Hepatopancreas	2.110016553
Hepatopancreas	2.536467567
Hepatopancreas	1.604840416
Hepatopancreas	2.403166672
Hepatopancreas	1.865767042
Hepatopancreas	0.112689518
Hepatopancreas	2.133038317
Hepatopancreas	2.524263367
Hepatopancreas	1.628046052
Hepatopancreas	2.469347378
Hepatopancreas	1.796885706
Hepatopancreas	1.890362775
Hepatopancreas	2.219130337
Hepatopancreas	2.217060065
Hepatopancreas	2.068513497
Hepatopancreas	1.852925875
Hepatopancreas	2.316099013
Hepatopancreas	2.444586009
Hepatopancreas	2.468711726
Hepatopancreas	2.470389364
Hepatopancreas	2.512805548
Hepatopancreas	1.71124894
Hepatopancreas	2.50630265
Hepatopancreas	1.801547855
Hepatopancreas	1.654575211
Hepatopancreas	1.903381023
Hepatopancreas	2.154822022
Hepatopancreas	1.351255444
Hepatopancreas	2.511520343
Hepatopancreas	2.490204623
Hepatopancreas	2.026105099
Hepatopancreas	2.437879988
Hepatopancreas	1.829578612
Hepatopancreas	1.039720771
Hepatopancreas	2.476210241
Hepatopancreas	2.090659762
Hepatopancreas	1.875501914
Hepatopancreas	2.333270813
Hepatopancreas	2.034871333
Hepatopancreas	2.174390003
Hepatopancreas	2.024846584
Hepatopancreas	1.53805119
Hepatopancreas	2.165534118
Hepatopancreas	2.27703003
Hepatopancreas	1.690007633
Hepatopancreas	1.406760455
Hepatopancreas	0
Hepatopancreas	1.867327036
Hepatopancreas	1.443701015
Hepatopancreas	2.071359792
Hepatopancreas	1.524707393
Hepatopancreas	1.843435412
Hepatopancreas	2.024557448
Hepatopancreas	2.471015498
Hepatopancreas	2.302466223
Hepatopancreas	1.171225857
Hepatopancreas	2.259846969
Hepatopancreas	2.408335963
Hepatopancreas	2.314682196
Hepatopancreas	2.356739836
Hepatopancreas	2.258245885
Hepatopancreas	1.1165491
Hepatopancreas	2.376265019
Hepatopancreas	1.239651084
Hepatopancreas	2.161273416
Hepatopancreas	1.446012787
Hepatopancreas	1.329661349
Hepatopancreas	1.390276393
Hepatopancreas	2.181607214
Hepatopancreas	1.692823988
Hepatopancreas	1.964121261
Hepatopancreas	2.400638463
Hepatopancreas	1.740646026
Hepatopancreas	1.15464809
Hepatopancreas	1.830609569
Hepatopancreas	2.573620975
Hepatopancreas	1.848918013
Hepatopancreas	2.347125486
Hepatopancreas	1.714847028
Hepatopancreas	1.707623786
Hepatopancreas	0.996406753
Hepatopancreas	1.624983832
Hepatopancreas	2.156899789
Hepatopancreas	1.80474849
Hepatopancreas	1.972288657
Hepatopancreas	2.103327531
Hepatopancreas	2.26636064
Hepatopancreas	1.88141889
Hepatopancreas	2.431160449
Hepatopancreas	1.913136835
Hepatopancreas	2.531308669
Hepatopancreas	2.48053703
Hepatopancreas	2.322220942
Hepatopancreas	2.332940385
Hepatopancreas	2.482246949
Hepatopancreas	0.807059089
Hepatopancreas	0.693147181
Hepatopancreas	2.43038792
Hepatopancreas	2.253274486
Hepatopancreas	1.780567639
Hepatopancreas	2.417916893
Hepatopancreas	1.634559508
Hepatopancreas	2.364250304
Hepatopancreas	1.867103312
Hepatopancreas	1.464305066
Hepatopancreas	1.982218528
Hepatopancreas	2.469812003
Hepatopancreas	2.515813237
Hepatopancreas	2.294399519
Hepatopancreas	2.460271982
Hepatopancreas	2.40289164
Hepatopancreas	1.962522544
Hepatopancreas	2.384334263
Hepatopancreas	2.058241597
Hepatopancreas	2.496451711
Hepatopancreas	2.22344353
Hepatopancreas	2.386940683
Hepatopancreas	1.934069973
Hepatopancreas	1.838080276
Hepatopancreas	2.243452088
Hepatopancreas	1.979724971
Hepatopancreas	0.260146914
Hepatopancreas	2.18978567
Hepatopancreas	1.831020132
Hepatopancreas	1.639780863
Hepatopancreas	1.560710409
Hepatopancreas	2.517652611
Hepatopancreas	2.350448199
Hepatopancreas	2.238043052
Hepatopancreas	1.279280447
Hepatopancreas	2.427119451
Hepatopancreas	2.017168306
Hepatopancreas	2.186154469
Hepatopancreas	1.898926789
Hepatopancreas	1.712351321
Hepatopancreas	2.175527032
Hepatopancreas	2.096475371
Hepatopancreas	2.431788836
Hepatopancreas	2.252736898
Hepatopancreas	0.158104607
Hepatopancreas	1.461635973
Hepatopancreas	1.565445107
Hepatopancreas	2.002883041
Hepatopancreas	2.458784339
Hepatopancreas	1.543736383
Hepatopancreas	0
Hepatopancreas	2.202063819
Hepatopancreas	0.562335145
Hepatopancreas	2.185428544
Hepatopancreas	2.403280042
Hepatopancreas	2.36252024
Hepatopancreas	1.549281413
Hepatopancreas	2.013766047
Hepatopancreas	2.53885079
Hepatopancreas	1.770817085
Hepatopancreas	2.303976102
Hepatopancreas	2.13129082
Hepatopancreas	1.098612289
Hepatopancreas	2.009604812
Hepatopancreas	2.221910783
Hepatopancreas	1.459359412
Hepatopancreas	2.417222775
Hepatopancreas	0
Hepatopancreas	2.450163518
Hepatopancreas	1.890557011
Hepatopancreas	2.235934798
Hepatopancreas	1.892184828
Hepatopancreas	1.407442653
Hepatopancreas	2.157841321
Hepatopancreas	1.619203903
Hepatopancreas	1.735126457
Hepatopancreas	1.107586167
Hepatopancreas	2.080581529
Hepatopancreas	0.183134246
Hepatopancreas	1.560710409
Hepatopancreas	2.025326221
Hepatopancreas	0.895332666
Hepatopancreas	0.867563228
Hepatopancreas	1.756585944
Hepatopancreas	2.208566959
Hepatopancreas	2.144792353
Hepatopancreas	2.029540089
Hepatopancreas	1.472937759
Hepatopancreas	2.523506885
Hepatopancreas	2.380624996
Hepatopancreas	2.444842677
Hepatopancreas	2.014588795
Hepatopancreas	1.819422429
Hepatopancreas	1.301021277
Hepatopancreas	2.604441157
Hepatopancreas	1.603308588
Hepatopancreas	2.115694624
Hepatopancreas	0
Hepatopancreas	2.245230185
Hepatopancreas	1.838652006
Hepatopancreas	2.087193716
Hepatopancreas	1.372136108
Hepatopancreas	2.391807606
Hepatopancreas	1.270018152
Hepatopancreas	2.463485878
Hepatopancreas	2.476632511
Hepatopancreas	2.17563866
Hepatopancreas	1.362447485
Hepatopancreas	2.474324196
Hepatopancreas	0.826014545
Hepatopancreas	1.03248595
Hepatopancreas	2.171523502
Hepatopancreas	2.068405711
Hepatopancreas	1.651364261
Hepatopancreas	2.497200968
Hepatopancreas	1.311984261
Hepatopancreas	2.153383678
Hepatopancreas	2.436649556
Hepatopancreas	2.491733417
Hepatopancreas	0.953853354
Hepatopancreas	2.307420365
Hepatopancreas	1.873946635
Hepatopancreas	0.984514102
Hepatopancreas	1.951782167
Hepatopancreas	1.95703188
Hepatopancreas	2.447711871
Hepatopancreas	1.648057718
Hepatopancreas	2.330900323
Hepatopancreas	1.033293987
Hepatopancreas	1.891318759
Hepatopancreas	1.721910566
Hepatopancreas	2.124450384
Hepatopancreas	1.098612289
Hepatopancreas	2.504058979
Hepatopancreas	0.527291793
Hepatopancreas	1.85133687
Hepatopancreas	2.131856577
Hepatopancreas	2.014067363
Hepatopancreas	2.016159645
Hepatopancreas	2.422778928
Hepatopancreas	1.242453325
Hepatopancreas	1.903510355
Hepatopancreas	2.124123964
Hepatopancreas	2.327007481
Hepatopancreas	2.447715093
Hepatopancreas	1.400326576
Hepatopancreas	2.076128007
Hepatopancreas	2.412883041
Hepatopancreas	1.672208807
Hepatopancreas	2.394708878
Hepatopancreas	1.386294361
Hepatopancreas	1.610280567
Hepatopancreas	1.772324639
Hepatopancreas	1.278100824
Hepatopancreas	0.073920199
Hepatopancreas	0.636514168
Hepatopancreas	2.367527407
Hepatopancreas	1.602142153
Hepatopancreas	2.469144494
Hepatopancreas	2.440774189
Hepatopancreas	2.45863116
Hepatopancreas	2.45312121
Hepatopancreas	1.827509064
Hepatopancreas	1.785382657
Hepatopancreas	2.283162271
Hepatopancreas	1.676069864
Hepatopancreas	1.876572473
Hepatopancreas	2.478971849
Hepatopancreas	2.181504766
Hepatopancreas	1.810201554
Hepatopancreas	2.510905868
Hepatopancreas	1.623311228
Hepatopancreas	2.135024402
Hepatopancreas	1.94446781
Hepatopancreas	2.023159333
Hepatopancreas	1.833785547
Hepatopancreas	1.810846487
Hepatopancreas	2.491493722
Hepatopancreas	2.047559296
Hepatopancreas	2.179130449
Hepatopancreas	2.382632413
Hepatopancreas	2.141417585
Hepatopancreas	2.258087906
Hepatopancreas	2.072023162
Hepatopancreas	0.673011667
Hepatopancreas	2.126433034
Hepatopancreas	1.749409388
Hepatopancreas	1.949864867
Hepatopancreas	0
Hepatopancreas	1.28687263
Hepatopancreas	2.300688899
Hepatopancreas	0.582793731
Hepatopancreas	2.442807629
Hepatopancreas	1.635743495
Hepatopancreas	1.772139388
Hepatopancreas	2.482281217
Hepatopancreas	2.207855863
Hepatopancreas	1.180094049
Hepatopancreas	1.585601284
Hepatopancreas	1.098612289
Hepatopancreas	1.965612409
Hepatopancreas	2.296673325
Hepatopancreas	1.723894706
Hepatopancreas	2.560584667
Hepatopancreas	1.974675604
Hepatopancreas	2.278541387
Hepatopancreas	0.83140252
Hepatopancreas	1.894492301
Hepatopancreas	1.882057972
Hepatopancreas	1.715259412
Hepatopancreas	1.929930391
Hepatopancreas	2.027607669
Hepatopancreas	1.967683484
Hepatopancreas	1.63644954
Hepatopancreas	2.459762368
Hepatopancreas	2.41558604
Hepatopancreas	2.212102983
Hepatopancreas	2.471329501
Hepatopancreas	1.77819678
Hepatopancreas	2.30914298
Hepatopancreas	1.098612289
Hepatopancreas	1.755388549
Hepatopancreas	1.57602803
Hepatopancreas	2.207342987
Hepatopancreas	1.824636372
Hepatopancreas	2.252821338
Hepatopancreas	0
Hepatopancreas	2.161557661
Hepatopancreas	1.820633672
Hepatopancreas	1.770539819
Hepatopancreas	2.363932668
Hepatopancreas	2.015499044
Hepatopancreas	1.168518406
Hepatopancreas	0.521080243
Hepatopancreas	1.848395221
Hepatopancreas	1.022952141
Hepatopancreas	1.627050993
Hepatopancreas	1.978953945
Hepatopancreas	2.071092711
Hepatopancreas	2.497396335
Hepatopancreas	1.436455393
Hepatopancreas	1.087856559
Hepatopancreas	1.938622202
